bsk_id,bsk_name_x,block_mun_id,service_id,usage_count,unique_customers,service_name,rank_in_block
290,HASNABAD BLOCK,201,408,672,616,Search - Status of Application of Swasthya Sathi Card,3
290,HASNABAD BLOCK,201,64,417,397,Search - Bangla Shasya Bima,4
290,HASNABAD BLOCK,201,199,202,80,Apply - Payment of WBSEDCL Electricity Bill,5
290,HASNABAD BLOCK,201,352,193,181,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,6
291,HINGALGANJ BLOCK,202,6,586,547,Caste Certificate,1
291,HINGALGANJ BLOCK,202,199,385,208,Apply - Payment of WBSEDCL Electricity Bill,2
291,HINGALGANJ BLOCK,202,352,165,149,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
291,HINGALGANJ BLOCK,202,156,107,98,Apply - Verification of Electoral Roll Online,4
291,HINGALGANJ BLOCK,202,155,68,66,Apply - Submission of Form for Electoral Roll,5
291,HINGALGANJ BLOCK,202,126,63,60,Apply - New Digital Ration Card,6
292,MINAKHAN BLOCK,203,6,5991,3266,Caste Certificate,1
292,MINAKHAN BLOCK,203,352,3472,1548,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
292,MINAKHAN BLOCK,203,382,969,838,Status of Application (Krishak Bandhu),3
292,MINAKHAN BLOCK,203,137,947,654,Apply - Swasthya Sathi Enrolment Certificate New Registration (Form  B),4
292,MINAKHAN BLOCK,203,128,836,442,Apply - Aadhaar & Mobile Link with Digital Ration Card,5
292,MINAKHAN BLOCK,203,408,640,588,Search - Status of Application of Swasthya Sathi Card,6
293,RAJARHAT BLOCK,207,199,178,41,Apply - Payment of WBSEDCL Electricity Bill,1
293,RAJARHAT BLOCK,207,4,39,31,Application for Income Certificates,2
293,RAJARHAT BLOCK,207,516,15,15,Apply - GP Certificate,3
293,RAJARHAT BLOCK,207,151,10,7,Apply - Local Residence (Domicile) Certificate,4
293,RAJARHAT BLOCK,207,155,9,7,Apply - Submission of Form for Electoral Roll,5
293,RAJARHAT BLOCK,207,156,9,7,Apply - Verification of Electoral Roll Online,5
293,RAJARHAT BLOCK,207,6,6,6,Caste Certificate,6
294,SANDESHKHALI-I BLOCK,204,184,1033,524,Search - Bangla Awas Yojana,1
294,SANDESHKHALI-I BLOCK,204,358,519,313,Search - Download of e-Ration Card,2
294,SANDESHKHALI-I BLOCK,204,408,465,407,Search - Status of Application of Swasthya Sathi Card,3
294,SANDESHKHALI-I BLOCK,204,352,192,165,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
294,SANDESHKHALI-I BLOCK,204,306,185,131,Search - NSAP under Jai Bangla,5
294,SANDESHKHALI-I BLOCK,204,127,78,75,Search - Application Status of Digital Ration Card Application,6
295,SANDESHKHALI-II BLOCK,205,6,1058,554,Caste Certificate,1
295,SANDESHKHALI-II BLOCK,205,199,188,124,Apply - Payment of WBSEDCL Electricity Bill,2
295,SANDESHKHALI-II BLOCK,205,352,113,93,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
295,SANDESHKHALI-II BLOCK,205,137,49,43,Apply - Swasthya Sathi Enrolment Certificate New Registration (Form  B),4
295,SANDESHKHALI-II BLOCK,205,128,45,38,Apply - Aadhaar & Mobile Link with Digital Ration Card,5
295,SANDESHKHALI-II BLOCK,205,406,29,24,Apply- Addition of New Member after Receiving Card (Form  A),6
296,SWARUPNAGAR BLOCK,206,199,425,116,Apply - Payment of WBSEDCL Electricity Bill,1
296,SWARUPNAGAR BLOCK,206,352,76,55,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
296,SWARUPNAGAR BLOCK,206,392,52,35,Modify - Add member / FPS of Ration Card Holder,3
296,SWARUPNAGAR BLOCK,206,4,29,18,Application for Income Certificates,4
296,SWARUPNAGAR BLOCK,206,382,24,22,Status of Application (Krishak Bandhu),5
296,SWARUPNAGAR BLOCK,206,356,23,18,Search - Regenerate Receipt of WBSEDCL,6
297,ANDAL,213,4,1262,877,Application for Income Certificates,1
297,ANDAL,213,478,466,392,Apply - Ordinary Residencial Certificate,2
297,ANDAL,213,199,404,170,Apply - Payment of WBSEDCL Electricity Bill,3
297,ANDAL,213,127,138,132,Search - Application Status of Digital Ration Card Application,4
297,ANDAL,213,22,79,65,Apply - Land Revenue (Khajna),5
297,ANDAL,213,194,65,60,Search - Gram Panchayat Tax Payment,6
298,BARABANI BDO,210,127,1114,360,Search - Application Status of Digital Ration Card Application,1
298,BARABANI BDO,210,367,355,91,Search - GRN Information,2
298,BARABANI BDO,210,408,240,111,Search - Status of Application of Swasthya Sathi Card,3
298,BARABANI BDO,210,199,207,94,Apply - Payment of WBSEDCL Electricity Bill,4
298,BARABANI BDO,210,22,74,42,Apply - Land Revenue (Khajna),5
298,BARABANI BDO,210,170,48,31,Apply - Plot Information,6
299,DURGAPUR-FARIDPUR,212,199,1721,740,Apply - Payment of WBSEDCL Electricity Bill,1
299,DURGAPUR-FARIDPUR,212,408,1438,1261,Search - Status of Application of Swasthya Sathi Card,2
299,DURGAPUR-FARIDPUR,212,352,511,414,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
299,DURGAPUR-FARIDPUR,212,155,393,247,Apply - Submission of Form for Electoral Roll,4
299,DURGAPUR-FARIDPUR,212,137,231,216,Apply - Swasthya Sathi Enrolment Certificate New Registration (Form  B),5
299,DURGAPUR-FARIDPUR,212,6,228,170,Caste Certificate,6
300,JAMURIA,209,4,778,619,Application for Income Certificates,1
300,JAMURIA,209,199,431,231,Apply - Payment of WBSEDCL Electricity Bill,2
300,JAMURIA,209,6,346,296,Caste Certificate,3
300,JAMURIA,209,478,230,200,Apply - Ordinary Residencial Certificate,4
300,JAMURIA,209,408,222,168,Search - Status of Application of Swasthya Sathi Card,5
300,JAMURIA,209,127,171,150,Search - Application Status of Digital Ration Card Application,6
301,KANKSA,214,199,448,190,Apply - Payment of WBSEDCL Electricity Bill,1
301,KANKSA,214,6,291,278,Caste Certificate,2
301,KANKSA,214,358,71,62,Search - Download of e-Ration Card,3
301,KANKSA,214,4,52,50,Application for Income Certificates,4
301,KANKSA,214,352,52,51,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
301,KANKSA,214,155,50,49,Apply - Submission of Form for Electoral Roll,5
301,KANKSA,214,22,38,36,Apply - Land Revenue (Khajna),6
302,PANDABESWAR,215,358,295,264,Search - Download of e-Ration Card,1
302,PANDABESWAR,215,199,255,87,Apply - Payment of WBSEDCL Electricity Bill,2
302,PANDABESWAR,215,6,223,185,Caste Certificate,3
302,PANDABESWAR,215,155,192,177,Apply - Submission of Form for Electoral Roll,4
302,PANDABESWAR,215,392,189,180,Modify - Add member / FPS of Ration Card Holder,5
302,PANDABESWAR,215,22,129,79,Apply - Land Revenue (Khajna),6
303,RANIGANJ,208,367,1576,898,Search - GRN Information,1
303,RANIGANJ,208,172,1333,882,Search - Property Information,2
303,RANIGANJ,208,470,790,323,Payment - e-Payment Stamp Duty & Registration Fees,3
303,RANIGANJ,208,22,561,475,Apply - Land Revenue (Khajna),4
303,RANIGANJ,208,169,398,185,Apply - ROR Application ,5
303,RANIGANJ,208,471,385,190,Download- e-Assessment Slip & Print,6
304,SALANPUR,211,199,340,127,Apply - Payment of WBSEDCL Electricity Bill,1
304,SALANPUR,211,184,330,319,Search - Bangla Awas Yojana,2
304,SALANPUR,211,137,55,51,Apply - Swasthya Sathi Enrolment Certificate New Registration (Form  B),3
304,SALANPUR,211,6,21,20,Caste Certificate,4
304,SALANPUR,211,22,20,18,Apply - Land Revenue (Khajna),5
304,SALANPUR,211,128,19,14,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
305,CHANDRAKONA-I BDO,216,199,145,54,Apply - Payment of WBSEDCL Electricity Bill,1
305,CHANDRAKONA-I BDO,216,128,115,101,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
305,CHANDRAKONA-I BDO,216,352,43,40,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
305,CHANDRAKONA-I BDO,216,126,27,27,Apply - New Digital Ration Card,4
305,CHANDRAKONA-I BDO,216,6,15,15,Caste Certificate,5
305,CHANDRAKONA-I BDO,216,22,10,9,Apply - Land Revenue (Khajna),6
306,CHANDRAKONA-II BDO,217,199,456,201,Apply - Payment of WBSEDCL Electricity Bill,1
306,CHANDRAKONA-II BDO,217,392,199,179,Modify - Add member / FPS of Ration Card Holder,2
306,CHANDRAKONA-II BDO,217,155,161,134,Apply - Submission of Form for Electoral Roll,3
306,CHANDRAKONA-II BDO,217,169,141,81,Apply - ROR Application ,4
306,CHANDRAKONA-II BDO,217,127,137,125,Search - Application Status of Digital Ration Card Application,5
306,CHANDRAKONA-II BDO,217,22,122,92,Apply - Land Revenue (Khajna),6
307,DANTAN-I BDO,221,408,546,105,Search - Status of Application of Swasthya Sathi Card,1
307,DANTAN-I BDO,221,137,437,116,Apply - Swasthya Sathi Enrolment Certificate New Registration (Form  B),2
307,DANTAN-I BDO,221,199,110,45,Apply - Payment of WBSEDCL Electricity Bill,3
307,DANTAN-I BDO,221,4,93,68,Application for Income Certificates,4
307,DANTAN-I BDO,221,6,32,27,Caste Certificate,5
307,DANTAN-I BDO,221,151,24,20,Apply - Local Residence (Domicile) Certificate,6
308,DANTAN-II BDO,222,199,227,121,Apply - Payment of WBSEDCL Electricity Bill,1
308,DANTAN-II BDO,222,4,202,182,Application for Income Certificates,2
308,DANTAN-II BDO,222,6,172,151,Caste Certificate,3
308,DANTAN-II BDO,222,367,89,84,Search - GRN Information,4
308,DANTAN-II BDO,222,485,59,55,eDistrict Dashboard,5
308,DANTAN-II BDO,222,169,54,52,Apply - ROR Application ,6
309,DASPUR-I BDO,218,169,231,150,Apply - ROR Application ,1
309,DASPUR-I BDO,218,22,88,70,Apply - Land Revenue (Khajna),2
309,DASPUR-I BDO,218,4,85,82,Application for Income Certificates,3
309,DASPUR-I BDO,218,199,82,52,Apply - Payment of WBSEDCL Electricity Bill,4
309,DASPUR-I BDO,218,6,54,50,Caste Certificate,5
309,DASPUR-I BDO,218,155,46,44,Apply - Submission of Form for Electoral Roll,6
310,DASPUR-II BDO,219,199,180,87,Apply - Payment of WBSEDCL Electricity Bill,1
310,DASPUR-II BDO,219,352,158,123,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
310,DASPUR-II BDO,219,128,151,124,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
310,DASPUR-II BDO,219,194,148,136,Search - Gram Panchayat Tax Payment,4
310,DASPUR-II BDO,219,126,133,104,Apply - New Digital Ration Card,5
310,DASPUR-II BDO,219,4,128,113,Application for Income Certificates,6
311,DEBRA BDO,223,199,235,80,Apply - Payment of WBSEDCL Electricity Bill,1
311,DEBRA BDO,223,6,63,40,Caste Certificate,2
311,DEBRA BDO,223,356,17,7,Search - Regenerate Receipt of WBSEDCL,3
311,DEBRA BDO,223,405,5,5,Modify - Member Name Correction after Receiving Card (Form  C),4
311,DEBRA BDO,223,406,5,5,Apply- Addition of New Member after Receiving Card (Form  A),4
311,DEBRA BDO,223,408,5,5,Search - Status of Application of Swasthya Sathi Card,4
311,DEBRA BDO,223,137,4,4,Apply - Swasthya Sathi Enrolment Certificate New Registration (Form  B),5
311,DEBRA BDO,223,349,3,3,dashboard for online building permit and other eodb related services  (only for KMC),6
312,GARHBETA-I BDO,231,199,555,247,Apply - Payment of WBSEDCL Electricity Bill,1
312,GARHBETA-I BDO,231,127,468,353,Search - Application Status of Digital Ration Card Application,2
312,GARHBETA-I BDO,231,358,308,258,Search - Download of e-Ration Card,3
312,GARHBETA-I BDO,231,6,240,213,Caste Certificate,4
312,GARHBETA-I BDO,231,408,224,198,Search - Status of Application of Swasthya Sathi Card,5
312,GARHBETA-I BDO,231,382,217,188,Status of Application (Krishak Bandhu),6
313,GARHBETA-II BDO,232,6,412,365,Caste Certificate,1
313,GARHBETA-II BDO,232,4,338,303,Application for Income Certificates,2
313,GARHBETA-II BDO,232,199,164,92,Apply - Payment of WBSEDCL Electricity Bill,3
313,GARHBETA-II BDO,232,169,134,93,Apply - ROR Application ,4
313,GARHBETA-II BDO,232,192,131,96,Application for EWS Certificates,5
313,GARHBETA-II BDO,232,485,114,103,eDistrict Dashboard,6
314,GARHBETA-III BDO,233,352,237,65,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
314,GARHBETA-III BDO,233,199,141,42,Apply - Payment of WBSEDCL Electricity Bill,2
314,GARHBETA-III BDO,233,128,57,13,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
314,GARHBETA-III BDO,233,275,21,19,Apply - Grievance to CMO,4
314,GARHBETA-III BDO,233,357,12,8,Payment History - WBSEDCL,5
314,GARHBETA-III BDO,233,356,9,7,Search - Regenerate Receipt of WBSEDCL,6
315,GHATAL BDO,220,128,544,64,Apply - Aadhaar & Mobile Link with Digital Ration Card,1
315,GHATAL BDO,220,352,255,21,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
315,GHATAL BDO,220,199,43,12,Apply - Payment of WBSEDCL Electricity Bill,3
315,GHATAL BDO,220,4,21,17,Application for Income Certificates,4
315,GHATAL BDO,220,6,18,16,Caste Certificate,5
315,GHATAL BDO,220,192,10,10,Application for EWS Certificates,6
316,KESHIARY BDO,224,199,313,73,Apply - Payment of WBSEDCL Electricity Bill,1
316,KESHIARY BDO,224,6,165,160,Caste Certificate,2
316,KESHIARY BDO,224,4,21,20,Application for Income Certificates,3
316,KESHIARY BDO,224,352,11,11,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
316,KESHIARY BDO,224,127,10,10,Search - Application Status of Digital Ration Card Application,5
316,KESHIARY BDO,224,358,8,8,Search - Download of e-Ration Card,6
317,KESHPUR BDO,234,6,208,180,Caste Certificate,1
317,KESHPUR BDO,234,4,192,137,Application for Income Certificates,2
317,KESHPUR BDO,234,199,112,52,Apply - Payment of WBSEDCL Electricity Bill,3
317,KESHPUR BDO,234,192,81,55,Application for EWS Certificates,4
317,KESHPUR BDO,234,392,53,48,Modify - Add member / FPS of Ration Card Holder,5
317,KESHPUR BDO,234,126,47,41,Apply - New Digital Ration Card,6
318,KHARAGPUR-I BDO,225,128,765,632,Apply - Aadhaar & Mobile Link with Digital Ration Card,1
318,KHARAGPUR-I BDO,225,6,706,560,Caste Certificate,2
318,KHARAGPUR-I BDO,225,4,435,336,Application for Income Certificates,3
318,KHARAGPUR-I BDO,225,155,420,376,Apply - Submission of Form for Electoral Roll,4
318,KHARAGPUR-I BDO,225,156,336,304,Apply - Verification of Electoral Roll Online,5
318,KHARAGPUR-I BDO,225,352,166,151,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,6
319,KHARAGPUR-II BDO,226,352,1639,372,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
319,KHARAGPUR-II BDO,226,408,1608,509,Search - Status of Application of Swasthya Sathi Card,2
319,KHARAGPUR-II BDO,226,128,1119,175,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
319,KHARAGPUR-II BDO,226,127,1036,471,Search - Application Status of Digital Ration Card Application,4
319,KHARAGPUR-II BDO,226,6,575,371,Caste Certificate,5
319,KHARAGPUR-II BDO,226,199,458,222,Apply - Payment of WBSEDCL Electricity Bill,6
320,MEDINIPUR SADAR BDO,235,22,277,196,Apply - Land Revenue (Khajna),1
320,MEDINIPUR SADAR BDO,235,199,127,69,Apply - Payment of WBSEDCL Electricity Bill,2
320,MEDINIPUR SADAR BDO,235,352,58,54,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
320,MEDINIPUR SADAR BDO,235,6,41,38,Caste Certificate,4
320,MEDINIPUR SADAR BDO,235,4,27,27,Application for Income Certificates,5
320,MEDINIPUR SADAR BDO,235,169,25,20,Apply - ROR Application ,6
321,MOHANPUR BDO,227,199,292,109,Apply - Payment of WBSEDCL Electricity Bill,1
321,MOHANPUR BDO,227,4,156,129,Application for Income Certificates,2
321,MOHANPUR BDO,227,6,126,105,Caste Certificate,3
321,MOHANPUR BDO,227,408,121,102,Search - Status of Application of Swasthya Sathi Card,4
321,MOHANPUR BDO,227,358,64,58,Search - Download of e-Ration Card,5
321,MOHANPUR BDO,227,128,51,50,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
322,NARAYANGARH BDO,228,4,371,259,Application for Income Certificates,1
322,NARAYANGARH BDO,228,6,228,148,Caste Certificate,2
322,NARAYANGARH BDO,228,408,206,154,Search - Status of Application of Swasthya Sathi Card,3
322,NARAYANGARH BDO,228,382,163,130,Status of Application (Krishak Bandhu),4
322,NARAYANGARH BDO,228,199,133,58,Apply - Payment of WBSEDCL Electricity Bill,5
322,NARAYANGARH BDO,228,155,79,63,Apply - Submission of Form for Electoral Roll,6
323,PINGLA BDO,229,267,466,403,Info - Old Age Pension Scheme,1
323,PINGLA BDO,229,382,390,352,Status of Application (Krishak Bandhu),2
323,PINGLA BDO,229,199,302,127,Apply - Payment of WBSEDCL Electricity Bill,3
323,PINGLA BDO,229,170,257,183,Apply - Plot Information,4
323,PINGLA BDO,229,408,220,202,Search - Status of Application of Swasthya Sathi Card,5
323,PINGLA BDO,229,192,206,178,Application for EWS Certificates,6
324,SABONG BDO,230,199,289,125,Apply - Payment of WBSEDCL Electricity Bill,1
324,SABONG BDO,230,382,141,126,Status of Application (Krishak Bandhu),2
324,SABONG BDO,230,192,137,122,Application for EWS Certificates,3
324,SABONG BDO,230,408,116,108,Search - Status of Application of Swasthya Sathi Card,4
324,SABONG BDO,230,4,111,104,Application for Income Certificates,5
324,SABONG BDO,230,64,70,70,Search - Bangla Shasya Bima,6
325,SALBONI BDO,236,199,147,14,Apply - Payment of WBSEDCL Electricity Bill,1
325,SALBONI BDO,236,6,25,21,Caste Certificate,2
325,SALBONI BDO,236,356,25,6,Search - Regenerate Receipt of WBSEDCL,2
325,SALBONI BDO,236,4,4,4,Application for Income Certificates,3
325,SALBONI BDO,236,357,2,2,Payment History - WBSEDCL,4
325,SALBONI BDO,236,128,1,1,Apply - Aadhaar & Mobile Link with Digital Ration Card,5
325,SALBONI BDO,236,229,1,1,Search - West Bengal Homestay,5
325,SALBONI BDO,236,476,1,1,Apply - Disability Certificate,5
325,SALBONI BDO,236,478,1,1,Apply - Ordinary Residencial Certificate,5
326,AUSGRAM - I,237,155,2870,2379,Apply - Submission of Form for Electoral Roll,1
326,AUSGRAM - I,237,6,2739,2261,Caste Certificate,2
326,AUSGRAM - I,237,392,1368,1245,Modify - Add member / FPS of Ration Card Holder,3
326,AUSGRAM - I,237,478,1323,1182,Apply - Ordinary Residencial Certificate,4
326,AUSGRAM - I,237,128,1292,1170,Apply - Aadhaar & Mobile Link with Digital Ration Card,5
326,AUSGRAM - I,237,151,980,921,Apply - Local Residence (Domicile) Certificate,6
327,AUSGRAM - II,238,4,2326,601,Application for Income Certificates,1
327,AUSGRAM - II,238,478,1190,377,Apply - Ordinary Residencial Certificate,2
327,AUSGRAM - II,238,6,1013,443,Caste Certificate,3
327,AUSGRAM - II,238,485,957,300,eDistrict Dashboard,4
327,AUSGRAM - II,238,164,942,499,Apply - Samajik Suraksha Yojana Application ,5
327,AUSGRAM - II,238,128,922,509,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
328,BHATAR,239,6,4547,3002,Caste Certificate,1
328,BHATAR,239,127,2866,2089,Search - Application Status of Digital Ration Card Application,2
328,BHATAR,239,126,2289,1742,Apply - New Digital Ration Card,3
328,BHATAR,239,408,1575,1296,Search - Status of Application of Swasthya Sathi Card,4
328,BHATAR,239,4,1216,976,Application for Income Certificates,5
328,BHATAR,239,155,908,792,Apply - Submission of Form for Electoral Roll,6
329,BURDWAN - I,242,6,607,432,Caste Certificate,1
329,BURDWAN - I,242,170,572,393,Apply - Plot Information,2
329,BURDWAN - I,242,119,570,428,Payment - Tax or Fees,3
329,BURDWAN - I,242,352,524,409,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
329,BURDWAN - I,242,408,408,326,Search - Status of Application of Swasthya Sathi Card,5
329,BURDWAN - I,242,4,309,270,Application for Income Certificates,6
330,BURDWAN - II,243,406,1228,991,Apply- Addition of New Member after Receiving Card (Form  A),1
330,BURDWAN - II,243,128,1221,1114,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
330,BURDWAN - II,243,4,834,788,Application for Income Certificates,3
330,BURDWAN - II,243,6,827,762,Caste Certificate,4
330,BURDWAN - II,243,352,535,499,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,5
330,BURDWAN - II,243,199,419,354,Apply - Payment of WBSEDCL Electricity Bill,6
331,GALSI - I,240,392,2279,364,Modify - Add member / FPS of Ration Card Holder,1
331,GALSI - I,240,6,1533,230,Caste Certificate,2
331,GALSI - I,240,4,995,155,Application for Income Certificates,3
331,GALSI - I,240,126,877,171,Apply - New Digital Ration Card,4
331,GALSI - I,240,470,281,37,Payment - e-Payment Stamp Duty & Registration Fees,5
331,GALSI - I,240,155,256,56,Apply - Submission of Form for Electoral Roll,6
332,GALSI - II,241,6,3923,485,Caste Certificate,1
332,GALSI - II,241,4,2171,741,Application for Income Certificates,2
332,GALSI - II,241,470,1674,376,Payment - e-Payment Stamp Duty & Registration Fees,3
332,GALSI - II,241,199,1254,436,Apply - Payment of WBSEDCL Electricity Bill,4
332,GALSI - II,241,478,738,314,Apply - Ordinary Residencial Certificate,5
332,GALSI - II,241,382,716,323,Status of Application (Krishak Bandhu),6
333,JAMALPUR,246,4,3699,1535,Application for Income Certificates,1
333,JAMALPUR,246,6,2519,1404,Caste Certificate,2
333,JAMALPUR,246,352,1706,1039,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
333,JAMALPUR,246,155,1257,820,Apply - Submission of Form for Electoral Roll,4
333,JAMALPUR,246,392,745,614,Modify - Add member / FPS of Ration Card Holder,5
333,JAMALPUR,246,128,690,601,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
334,KALNA - I,257,4,2931,843,Application for Income Certificates,1
334,KALNA - I,257,478,1801,768,Apply - Ordinary Residencial Certificate,2
334,KALNA - I,257,485,1197,257,eDistrict Dashboard,3
334,KALNA - I,257,151,973,494,Apply - Local Residence (Domicile) Certificate,4
334,KALNA - I,257,477,787,509,Apply - Distance Certificate for Students,5
334,KALNA - I,257,516,748,174,Apply - GP Certificate,6
335,KALNA - II,258,6,1197,677,Caste Certificate,1
335,KALNA - II,258,408,1049,412,Search - Status of Application of Swasthya Sathi Card,2
335,KALNA - II,258,128,808,445,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
335,KALNA - II,258,352,764,448,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
335,KALNA - II,258,127,728,394,Search - Application Status of Digital Ration Card Application,5
335,KALNA - II,258,199,643,198,Apply - Payment of WBSEDCL Electricity Bill,6
336,KATWA - I,253,408,2778,2022,Search - Status of Application of Swasthya Sathi Card,1
336,KATWA - I,253,127,2401,1870,Search - Application Status of Digital Ration Card Application,2
336,KATWA - I,253,267,1117,754,Info - Old Age Pension Scheme,3
336,KATWA - I,253,6,1095,791,Caste Certificate,4
336,KATWA - I,253,155,668,552,Apply - Submission of Form for Electoral Roll,5
336,KATWA - I,253,199,643,264,Apply - Payment of WBSEDCL Electricity Bill,6
337,KATWA - II,468,4,4848,1465,Application for Income Certificates,1
337,KATWA - II,468,164,1407,507,Apply - Samajik Suraksha Yojana Application ,2
337,KATWA - II,468,128,1367,635,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
337,KATWA - II,468,478,1262,894,Apply - Ordinary Residencial Certificate,4
337,KATWA - II,468,485,1209,872,eDistrict Dashboard,5
337,KATWA - II,468,352,1044,626,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,6
338,KETUGRAM - I,251,155,2837,477,Apply - Submission of Form for Electoral Roll,1
338,KETUGRAM - I,251,199,720,150,Apply - Payment of WBSEDCL Electricity Bill,2
338,KETUGRAM - I,251,382,659,587,Status of Application (Krishak Bandhu),3
338,KETUGRAM - I,251,156,645,47,Apply - Verification of Electoral Roll Online,4
338,KETUGRAM - I,251,470,336,119,Payment - e-Payment Stamp Duty & Registration Fees,5
338,KETUGRAM - I,251,4,269,212,Application for Income Certificates,6
339,KETUGRAM - II,252,408,3379,1798,Search - Status of Application of Swasthya Sathi Card,1
339,KETUGRAM - II,252,128,2463,1464,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
339,KETUGRAM - II,252,406,1793,1266,Apply- Addition of New Member after Receiving Card (Form  A),3
339,KETUGRAM - II,252,352,1510,867,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
339,KETUGRAM - II,252,155,1142,962,Apply - Submission of Form for Electoral Roll,5
339,KETUGRAM - II,252,164,1086,952,Apply - Samajik Suraksha Yojana Application ,6
340,KHANDAGHOSH,249,6,12687,569,Caste Certificate,1
340,KHANDAGHOSH,249,382,4114,525,Status of Application (Krishak Bandhu),2
340,KHANDAGHOSH,249,127,1117,307,Search - Application Status of Digital Ration Card Application,3
340,KHANDAGHOSH,249,199,535,222,Apply - Payment of WBSEDCL Electricity Bill,4
340,KHANDAGHOSH,249,358,153,115,Search - Download of e-Ration Card,5
340,KHANDAGHOSH,249,126,148,104,Apply - New Digital Ration Card,6
340,KHANDAGHOSH,249,128,148,110,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
341,MEMARI - I,244,6,2473,1344,Caste Certificate,1
341,MEMARI - I,244,164,1398,528,Apply - Samajik Suraksha Yojana Application ,2
341,MEMARI - I,244,127,1308,983,Search - Application Status of Digital Ration Card Application,3
341,MEMARI - I,244,408,1223,726,Search - Status of Application of Swasthya Sathi Card,4
341,MEMARI - I,244,358,1003,821,Search - Download of e-Ration Card,5
341,MEMARI - I,244,4,930,756,Application for Income Certificates,6
342,MEMARI - II,245,6,4768,3581,Caste Certificate,1
342,MEMARI - II,245,128,2683,2281,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
342,MEMARI - II,245,408,2092,1756,Search - Status of Application of Swasthya Sathi Card,3
342,MEMARI - II,245,406,1453,1240,Apply- Addition of New Member after Receiving Card (Form  A),4
342,MEMARI - II,245,485,1246,942,eDistrict Dashboard,5
342,MEMARI - II,245,184,1090,972,Search - Bangla Awas Yojana,6
343,MONGALKOTE,250,352,638,355,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
343,MONGALKOTE,250,4,583,247,Application for Income Certificates,2
343,MONGALKOTE,250,388,531,123,Search - Application Status,3
343,MONGALKOTE,250,128,497,329,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
343,MONGALKOTE,250,126,333,95,Apply - New Digital Ration Card,5
343,MONGALKOTE,250,470,264,59,Payment - e-Payment Stamp Duty & Registration Fees,6
344,MONTESWAR,259,199,2133,589,Apply - Payment of WBSEDCL Electricity Bill,1
344,MONTESWAR,259,352,786,612,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
344,MONTESWAR,259,392,660,547,Modify - Add member / FPS of Ration Card Holder,3
344,MONTESWAR,259,358,622,536,Search - Download of e-Ration Card,4
344,MONTESWAR,259,127,590,504,Search - Application Status of Digital Ration Card Application,5
344,MONTESWAR,259,6,524,456,Caste Certificate,6
345,PURBASTHALI - I,255,128,1526,782,Apply - Aadhaar & Mobile Link with Digital Ration Card,1
345,PURBASTHALI - I,255,352,1433,737,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
345,PURBASTHALI - I,255,396,1058,87,Apply - Pre-Registration Form for Paschim Banga Society for Skill Development(Utkarsh Bangla),3
345,PURBASTHALI - I,255,6,1028,583,Caste Certificate,4
345,PURBASTHALI - I,255,331,676,85,Training Centre details (Paschim Banga Society for Skill Development),5
345,PURBASTHALI - I,255,300,617,78,Search - Information about Different Courses (Paschim Banga Society for Skill Development),6
346,PURBASTHALI - II,256,199,2285,753,Apply - Payment of WBSEDCL Electricity Bill,1
